Name,AXA Category,Organiser,Length (Hours),Avg. User Rating,Total Enrollments,Total Ratings,Difficulty,Public URL,AXA URL
What is Social?,"Marketing and Customer, Spanish Selection",Northwestern University,9,4.615109201575367,81637,2793,Mixed,https://www.coursera.org/learn/what-is-social,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=KqKtbzXyEeWW9BKhJ4xW0Q&productType=course&showMiniModal=true
Implementación del Marketing Mix Proyecto Capstone,"Marketing and Customer, Spanish Selection",IE Business School,15,4.916666666666667,129,12,Mixed,https://www.coursera.org/learn/proyecto-capstone-ie,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=2wEt_6TtEeW55wpLX5AfmQ&productType=course&showMiniModal=true
Positioning: What you need for a successful Marketing Strategy,Marketing and Customer,IE Business School,11,4.463302752293578,11485,436,Beginner,https://www.coursera.org/learn/positioning,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=p47P8W3pEeWG0w42Sx-Gkw&productType=course&showMiniModal=true
Digital Media and Marketing Strategies,Marketing and Customer,University of Illinois at Urbana-Champaign,15,4.413943355119826,48953,1377,Mixed,https://www.coursera.org/learn/marketing-plan,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=EwYkXeIJEeS1-iIAC5II5Q&productType=course&showMiniModal=true
Posicionamiento: La base del éxito en la estrategia de marketing,"Marketing and Customer, Spanish Selection",IE Business School,8,4.720430107526882,2903,93,Beginner,https://www.coursera.org/learn/posicionamiento,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=MgT5Ik2DEeaNVA7r6h-zAw&productType=course&showMiniModal=true
Cost and Economics in Pricing Strategy,Marketing and Customer,"University of Virginia, BCG",23,4.808139534883721,11570,344,Beginner,https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-cost-economics,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=EIxoA4DiEeaTWA5e4i8Kvw&productType=course&showMiniModal=true
Fundamentos del marketing mix,"Marketing and Customer, Spanish Selection",IE Business School,10,4.54320987654321,2073,81,Beginner,https://www.coursera.org/learn/fundamentos-marketing-mix,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=dKjCEU2DEeaovA5yk1oeyQ&productType=course&showMiniModal=true
Digital Media and Marketing Principles,Marketing and Customer,University of Illinois at Urbana-Champaign,14,4.234496124031008,39222,1548,Mixed,https://www.coursera.org/learn/marketing-channels,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=5_M54uIIEeSsKCIAC3iEqA&productType=course&showMiniModal=true
The Marketing Plan,Marketing and Customer,IE Business School,17,4.643617021276596,13399,188,Mixed,https://www.coursera.org/learn/marketingplan,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=mm1Ej3HwEeWxvQr3acyajw&productType=course&showMiniModal=true
Website Optimization Client Report Project,Marketing and Customer,"University of California, Davis",12,4.777777777777778,3337,90,Intermediate,https://www.coursera.org/learn/seo-project,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=eDu3y3Q7EeWKsgrp3VnvAw&productType=course&showMiniModal=true
Advanced Competitive Strategy,"Marketing and Customer, Portuguese Selection, Spanish Selection, Chinese Selection",Ludwig-Maximilians-Universität München (LMU),14,4.707052441229656,45200,553,Mixed,https://www.coursera.org/learn/advanced-competitive-strategy,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=H3HGeBK4EeS0RyIACp5OCg&productType=course&showMiniModal=true
Marketing Strategy Capstone Project,Marketing and Customer,IE Business School,15,4.516129032258065,307,31,Beginner,https://www.coursera.org/learn/marketing-project,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=H4BoRfZ6EeW_Fg5kRHBRWw&productType=course&showMiniModal=true
Marketing Mix Fundamentals,Marketing and Customer,IE Business School,11,4.494809688581315,8885,289,Beginner,https://www.coursera.org/learn/marketing-mix,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=bMcEw3HwEeWIfhKr_WcYsQ&productType=course&showMiniModal=true
The Strategy of Content Marketing,Marketing and Customer,"University of California, Davis",17,4.503529411764706,40191,425,Intermediate,https://www.coursera.org/learn/content-marketing,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=nax4Y2oHEeak0hLPfPzoPw&productType=course&showMiniModal=true
Introducción al Marketing,"Marketing and Customer, Spanish Selection, Turkish Selection",University of Pennsylvania,15,4.790816326530612,8977,196,Mixed,https://www.coursera.org/learn/wharton-introduccion-marketing,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=W7nFdNmPEeWd4wrZhyGl7w&productType=course&showMiniModal=true
The Business of Social,Marketing and Customer,Northwestern University,5,4.704424778761062,19056,565,Mixed,https://www.coursera.org/learn/business-of-social,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=pbw8djXzEeW6RApRXdjJPw&productType=course&showMiniModal=true
Social Media Data Analytics,Marketing and Customer,Rutgers the State University of New Jersey,14,4.1125,19207,160,Intermediate,https://www.coursera.org/learn/social-media-data-analytics,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=7-OlHzcAEeaG4w4uSkT3yQ&productType=course&showMiniModal=true
Questionnaire Design for Social Surveys,Marketing and Customer,University of Michigan,16,4.427118644067796,23521,295,Mixed,https://www.coursera.org/learn/questionnaire-design,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=vrTPjkqzEeWB9g55-yieoQ&productType=course&showMiniModal=true
Copyright for Multimedia,Marketing and Customer,"The University of North Carolina at Chapel Hill, Duke University, Emory University",10,4.663716814159292,12435,226,Mixed,https://www.coursera.org/learn/copyright-for-multimedia,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=oZirzngdEeWrAxJQXw-8PQ&productType=course&showMiniModal=true
Advanced Search Engine Optimization Strategies,Marketing and Customer,"University of California, Davis",14,4.48663101604278,17565,374,Intermediate,https://www.coursera.org/learn/seo-strategies,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=9h_j5XEiEeWbbw5cIAKQrw&productType=course&showMiniModal=true
Market Research and Consumer Behavior,"Marketing and Customer, Spanish Selection",IE Business School,8,4.247238742565846,31038,1177,Beginner,https://www.coursera.org/learn/market-research,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=zUFl3XEiEeWKsgrp3VnvAw&productType=course&showMiniModal=true
Digital Analytics for Marketing Professionals: Marketing Analytics in Practice,Marketing and Customer,University of Illinois at Urbana-Champaign,12,4.463358070500927,65216,2156,Mixed,https://www.coursera.org/learn/digital-analytics,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=bGZkCuIJEeSqWiIAC0gGHw&productType=course&showMiniModal=true
Introduction to Search Engine Optimization,"Marketing and Customer, Greek Selection","University of California, Davis",10,4.614784868611031,75089,3463,Mixed,https://www.coursera.org/learn/search-engine-optimization,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=XEjjlXEkEeWhZxJhllGpHQ&productType=course&showMiniModal=true
Market and Competition in Pricing Strategy,Marketing and Customer,"University of Virginia, BCG",18,4.823529411764706,4604,136,Beginner,https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-market-competition,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=yqbsd4DiEea0rRKMrzxAVw&productType=course&showMiniModal=true
Viral Marketing and How to Craft Contagious Content,Marketing and Customer,University of Pennsylvania,6,4.736294240111034,93781,2882,Mixed,https://www.coursera.org/learn/wharton-contagious-viral-marketing,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=WhMdfX8-EeWkMQ6S5uJulw&productType=course&showMiniModal=true
Digital Analytics for Marketing Professionals: Marketing Analytics in Theory,Marketing and Customer,University of Illinois at Urbana-Champaign,13,4.532498307379824,66215,2954,Mixed,https://www.coursera.org/learn/marketing-analytics,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=u_Rrw_tfEeSuiSIACwuNww&productType=course&showMiniModal=true
Social Marketing Capstone Project,Marketing and Customer,Northwestern University,10,4.890710382513661,1859,183,Mixed,https://www.coursera.org/learn/social-marketing-capstone,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=1Sgg6jXzEeWWBQrVFXqd1w&productType=course&showMiniModal=true
Engagement & Nurture Marketing Strategies,Marketing and Customer,Northwestern University,9,4.745874587458746,28374,909,Mixed,https://www.coursera.org/learn/nurture-market-strategies,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=-0BI9jXyEeWa2g6sjqf03Q&productType=course&showMiniModal=true
Estrategia de precios,"Marketing and Customer, Spanish Selection",IE Business School,13,4.759740259740259,6244,154,Mixed,https://www.coursera.org/learn/estrategia-precios,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=eQ2a1KTsEeWkKArXiJndEw&productType=course&showMiniModal=true
Search Engine Optimization Fundamentals,Marketing and Customer,"University of California, Davis",13,4.724137931034483,37364,1421,Mixed,https://www.coursera.org/learn/seo-fundamentals,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=SG_K6nEmEeWxvQr3acyajw&productType=course&showMiniModal=true
Marketing: Customer Needs and Wants,Marketing and Customer,IESE Business School,14,4.357142857142857,9803,196,Mixed,https://www.coursera.org/learn/marketing-customers,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=i7N8t4khEeW99gozy_2pgw&productType=course&showMiniModal=true
Customer-Centric IT Strategy,Marketing and Customer,University of Virginia,6,4.450819672131147,5618,122,Beginner,https://www.coursera.org/learn/uva-darden-customer-centric-it-strategy,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=3FBY1Z4eEeev7w6v-2RTNg&productType=course&showMiniModal=true
Marketing e vendas B2B: Fechando novos negócios,Marketing and Customer,Universidade de São Paulo,14,4.790123456790123,8011,162,Beginner,https://www.coursera.org/learn/marketing-vendas-b2b,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=FRhDDa3KEeeN3goWo4mKhg&productType=course&showMiniModal=true
Introduction to Artificial Intelligence (AI),Marketing and Customer,IBM,9,4.72785622593068,22603,1558,Beginner,https://www.coursera.org/learn/introduction-to-ai,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=mR7MlUaTEemuHQ4HpHozrA&productType=course&showMiniModal=true
Introduction to Blockchain: Evolution and Technology Concepts,Marketing and Customer,Association of International Certified Professional Accountants,7,4.615384615384615,983,13,Beginner,https://www.coursera.org/learn/blockchain-evolution-technology-concepts,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=h6mZMTVSEemVlQ65Erh-fA&productType=course&showMiniModal=true
Predictive Analytics and Data Mining,Marketing and Customer,University of Illinois at Urbana-Champaign,18,4.212765957446808,2496,47,Intermediate,https://www.coursera.org/learn/predictive-analytics-data-mining,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6roqu&currentTab=CATALOG&productId=76y61ht8EemDxxJ40YD1SA&productType=course&showMiniModal=true
Building Resilient Streaming Systems on Google Cloud Platform en Français,Cours en Français,Google Cloud,16,5.0,86,1,Intermediate,https://www.coursera.org/learn/building-resilient-streaming-systems-gcp-fr,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=iwo5b&currentTab=CATALOG&productId=kAa6kaZOEeipIQrH-_6yOA&productType=course&showMiniModal=true
Leveraging Unstructured Data with Cloud Dataproc on Google Cloud Platform en Français,Cours en Français,Google Cloud,13,4.5,56,2,Intermediate,https://www.coursera.org/learn/leveraging-unstructured-data-dataproc-gcp-fr,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=iwo5b&currentTab=CATALOG&productId=fbK4gaZMEeiuigqo2O4RrA&productType=course&showMiniModal=true
Reliable Cloud Infrastructure: Design and Process en Français,Cours en Français,Google Cloud,10,3.75,49,4,Intermediate,https://www.coursera.org/learn/cloud-infrastructure-design-process-fr,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=iwo5b&currentTab=CATALOG&productId=4uaWwKWLEei7SwoHnjp4jA&productType=course&showMiniModal=true
Serverless Machine Learning with Tensorflow on Google Cloud Platform en Français,Cours en Français,Google Cloud,17,4.75,79,4,Intermediate,https://www.coursera.org/learn/serverless-machine-learning-gcp-fr,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=iwo5b&currentTab=CATALOG&productId=sXyV_aZLEeiLXw4QLApQMg&productType=course&showMiniModal=true
Serverless Data Analysis with Google BigQuery and Cloud Dataflow en Français,Cours en Français,Google Cloud,10,4.25,65,4,Intermediate,https://www.coursera.org/learn/serverless-data-analysis-bigquery-cloud-dataflow-gcp-fr,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=iwo5b&currentTab=CATALOG&productId=In6GtaZNEei-Ig6IBTcCNA&productType=course&showMiniModal=true
English for Effective Business Speaking,English Proficiency,The Hong Kong University of Science and Technology,26,4.432432432432432,39086,111,Mixed,https://www.coursera.org/learn/business-english-vocabulary,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=b76ky&currentTab=CATALOG&productId=4ljhX6MeEeWHXAr1OpR7HQ&productType=course&showMiniModal=true
Business English: Making Presentations,English Proficiency,University of Washington,13,4.771428571428571,27312,210,Intermediate,https://www.coursera.org/learn/business-english-presentations,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=b76ky&currentTab=CATALOG&productId=IgfO1XzlEeW3pg6oA-kqJQ&productType=course&showMiniModal=true
Business Case Analysis,English Proficiency,The Hong Kong University of Science and Technology,29,3.0,181,2,Mixed,https://www.coursera.org/learn/business-case-analysis,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=b76ky&currentTab=CATALOG&productId=PWMAu6MfEeWHXAr1OpR7HQ&productType=course&showMiniModal=true
Business English for Cross-cultural Communication,English Proficiency,The Hong Kong University of Science and Technology,19,4.67741935483871,11010,124,Mixed,https://www.coursera.org/learn/cross-cultural-communication-business,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=b76ky&currentTab=CATALOG&productId=B4r5tKMfEeWSJQrARhLW0Q&productType=course&showMiniModal=true
Business English: Capstone Project,English Proficiency,University of Washington,17,4.673913043478261,470,46,Intermediate,https://www.coursera.org/learn/business-english-capstone,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=b76ky&currentTab=CATALOG&productId=N-ehk3zlEeW3pg6oA-kqJQ&productType=course&showMiniModal=true
Take Your English Communication Skills to the Next Level,English Proficiency,Georgia Institute of Technology,12,4.747252747252747,1641,91,Mixed,https://www.coursera.org/learn/english-communication-capstone,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=b76ky&currentTab=CATALOG&productId=YuYhlW0jEeWbyw5d8C-Blw&productType=course&showMiniModal=true
Business English: Planning & Negotiating,English Proficiency,University of Washington,24,4.76595744680851,20692,235,Intermediate,https://www.coursera.org/learn/business-english-negotiating,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=b76ky&currentTab=CATALOG&productId=6Q6xanzkEeWUswr9_O_RKw&productType=course&showMiniModal=true
Business English: Basics,English Proficiency,The Hong Kong University of Science and Technology,24,4.477211796246649,50466,373,Mixed,https://www.coursera.org/learn/business-english,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=b76ky&currentTab=CATALOG&productId=Bg6XXXVJEeWKxgq26fqTNQ&productType=course&showMiniModal=true
English for Effective  Business Writing,English Proficiency,The Hong Kong University of Science and Technology,25,4.424460431654676,28010,139,Mixed,https://www.coursera.org/learn/english-for-business-writing,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=b76ky&currentTab=CATALOG&productId=vQKfPqMeEeWSJQrARhLW0Q&productType=course&showMiniModal=true
"Speak English Professionally: In Person, Online & On the Phone","English Proficiency, French Selection, Japanese Selection",Georgia Institute of Technology,16,4.635658914728682,335749,2709,Mixed,https://www.coursera.org/learn/speak-english-professionally,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=b76ky&currentTab=CATALOG&productId=RFyNbG0iEeW9CAqYJHF3zQ&productType=course&showMiniModal=true
Write Professional Emails in English,"English Proficiency, French Selection, Japanese Selection",Georgia Institute of Technology,13,4.701739618406285,177568,3564,Mixed,https://www.coursera.org/learn/professional-emails-english,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=b76ky&currentTab=CATALOG&productId=BK2bam0iEeW9CAqYJHF3zQ&productType=course&showMiniModal=true
Build Your Professional ePortfolio in English,English Proficiency,Georgia Institute of Technology,12,4.6158357771261,22800,341,Mixed,https://www.coursera.org/learn/eportfolio-english,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=b76ky&currentTab=CATALOG&productId=4JSB920jEeWyAQ6K5KeLkw&productType=course&showMiniModal=true
Business English: Meetings,English Proficiency,University of Washington,21,4.740384615384615,37681,416,Intermediate,https://www.coursera.org/learn/business-english-meetings,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=b76ky&currentTab=CATALOG&productId=aySVfHahEeWYyRL_9oqa4Q&productType=course&showMiniModal=true
Business English: Networking,"English Proficiency, Chinese Selection",University of Washington,25,4.754229741763134,62335,1123,Intermediate,https://www.coursera.org/learn/business-english-intro,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=b76ky&currentTab=CATALOG&productId=46b4tHEkEeWbbw5cIAKQrw&productType=course&showMiniModal=true
Perfect Tenses and Modals,English Proficiency,"University of California, Irvine",19,4.730134932533733,61558,1334,Intermediate,https://www.coursera.org/learn/perfect-tenses-modals,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=b76ky&currentTab=CATALOG&productId=m0Du-7_DEeWn-wqIckNy5Q&productType=course&showMiniModal=true
Adjectives and Adjective Clauses,"English Proficiency, Spanish Selection","University of California, Irvine",16,4.676413255360624,24196,513,Mixed,https://www.coursera.org/learn/adjective-clauses,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=b76ky&currentTab=CATALOG&productId=NAOo8ddiEeWxGA7pQdBNkw&productType=course&showMiniModal=true
Tricky English Grammar,"English Proficiency, French Selection","University of California, Irvine",19,4.75222816399287,52296,561,Mixed,https://www.coursera.org/learn/tricky-english-grammar,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=b76ky&currentTab=CATALOG&productId=j7Dwn9djEeWlbgqNCYymGw&productType=course&showMiniModal=true
Intermediate Grammar Project,English Proficiency,"University of California, Irvine",8,4.666666666666667,820,42,Intermediate,https://www.coursera.org/learn/intermediate-grammar-capstone,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=b76ky&currentTab=CATALOG&productId=g6f36ddlEeWEOQ7ZE5jC0Q&productType=course&showMiniModal=true
Just Reading and Writing English 1,English Proficiency,Tsinghua University,25,3.0,1454,4,Intermediate,https://www.coursera.org/learn/just-reading-and-writing-english-1,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=b76ky&currentTab=CATALOG&productId=ji0fgvK-EeiqgA7eKSAGcg&productType=course&showMiniModal=true
Changer le monde : passons a l'action (creer son entreprise sociale),French Selection,ESSEC Business School,12,4.5,14887,94,Mixed,https://www.coursera.org/learn/monde-action,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=qcm65&currentTab=CATALOG&productId=-_a5rfggEeS0mSIACx2P1w&productType=course&showMiniModal=true
Effectuation : l'entrepreneuriat pour tous,French Selection,emlyon business school,16,4.705426356589148,9925,129,Beginner,https://www.coursera.org/learn/effectuation,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=qcm65&currentTab=CATALOG&productId=-MEE6trQEeWDoxLpwv6o1Q&productType=course&showMiniModal=true
L'avenir de la décision : connaître et agir en complexité,French Selection,ESSEC Business School,22,4.662613981762918,34552,329,Mixed,https://www.coursera.org/learn/lavenir-de-la-decision,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=qcm65&currentTab=CATALOG&productId=0SYC5bspEeScJSIAC0aWWQ&productType=course&showMiniModal=true
Les partenariats qui changent le monde : alliances innovantes entre entreprises et associations,French Selection,ESSEC Business School,10,4.545454545454546,6592,88,Mixed,https://www.coursera.org/learn/partenariats-qui-changent-le-monde,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=qcm65&currentTab=CATALOG&productId=c3h4zZREEeWBAQoVMoNgNQ&productType=course&showMiniModal=true
Les Fondamentaux de la Négociation,French Selection,ESSEC Business School,17,4.719512195121951,6564,82,Beginner,https://www.coursera.org/learn/fondamentaux-negociation,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=qcm65&currentTab=CATALOG&productId=DaNz1sOnEeev5grebHPwzA&productType=course&showMiniModal=true
Les deux infinis et nous - Voyages de l'infiniment grand à l'infiniment petit,French Selection,École Polytechnique,4,4.8,717,20,Beginner,https://www.coursera.org/learn/physique-2-infinis-et-nous,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=qcm65&currentTab=CATALOG&productId=iPmjqW1cEeez8xK4FEa7iA&productType=course&showMiniModal=true
Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn),"French Selection, Italian Selection, Portuguese Selection, Spanish Selection, Chinese Selection","McMaster University, University of California San Diego",15,4.879282740954211,128468,3123,Mixed,https://www.coursera.org/learn/aprendiendo-a-aprender,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=qcm65&currentTab=CATALOG&productId=JpkxGpq1EeW5DwqxkAwIMQ&productType=course&showMiniModal=true
"Les alliances qui changent les territoires : partenariats entre acteurs publics, acteurs privés et structures d'intérêt général pour le bien commun",French Selection,ESSEC Business School,10,4.490566037735849,4395,53,Beginner,https://www.coursera.org/learn/les-alliances-qui-changent-les-territoires,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=qcm65&currentTab=CATALOG&productId=l51M2223EeaYvA5ZSZOcoQ&productType=course&showMiniModal=true
Animer une séance collaborative,French Selection,ESSEC Business School,3,4.516746411483253,4571,209,Beginner,https://www.coursera.org/learn/animer-seance-collaborative,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=qcm65&currentTab=CATALOG&productId=sS_-8iKpEeiqyhLqnsTQDA&productType=course&showMiniModal=true
Éléments de Géomatique,French Selection,École Polytechnique Fédérale de Lausanne,37,4.690140845070423,8787,71,Intermediate,https://www.coursera.org/learn/geomatique,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=qcm65&currentTab=CATALOG&productId=Yo-AmZ7hEeWVBgpelZA5Jw&productType=course&showMiniModal=true
Launching into Machine Learning en Français,French Selection,Google Cloud,10,4.333333333333333,306,3,Intermediate,https://www.coursera.org/learn/launching-machine-learning-fr,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=qcm65&currentTab=CATALOG&productId=zTIUbG_yEeimLwog86FBpA&productType=course&showMiniModal=true
How Google does Machine Learning en Français,French Selection,Google Cloud,10,4.5,305,4,Intermediate,https://www.coursera.org/learn/google-machine-learning-fr,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=qcm65&currentTab=CATALOG&productId=qZaU7mj-Eei4Pg6SI1yUEA&productType=course&showMiniModal=true
Intro to TensorFlow auf Deutsch,German Selection,Google Cloud,12,5.0,42,1,Intermediate,https://www.coursera.org/learn/intro-tensorflow-de,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=n6tvv&currentTab=CATALOG&productId=dq8capXKEei3uw5cOOJnRg&productType=course&showMiniModal=true
Launching into Machine Learning auf Deutsch,German Selection,Google Cloud,7,4.0,54,2,Intermediate,https://www.coursera.org/learn/launching-machine-learning-de,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=n6tvv&currentTab=CATALOG&productId=rASUBG_yEei3VA5XIGna9A&productType=course&showMiniModal=true
How Google does Machine Learning auf Deutsch,German Selection,Google Cloud,8,4.25,194,4,Intermediate,https://www.coursera.org/learn/google-machine-learning-de,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=n6tvv&currentTab=CATALOG&productId=JFjSEGj_EeiOiBLbdFBodg&productType=course&showMiniModal=true
Building Resilient Streaming Systems on Google Cloud Platform auf Deutsch,German Selection,Google Cloud,17,,324,0,Intermediate,https://www.coursera.org/learn/building-resilient-streaming-systems-gcp-de,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=n6tvv&currentTab=CATALOG&productId=ogqLhaZOEei7SwoHnjp4jA&productType=course&showMiniModal=true
Elastic Cloud Infrastructure: Containers and Services auf Deutsch,German Selection,Google Cloud,4,,76,0,Intermediate,https://www.coursera.org/learn/gcp-infrastructure-containers-services-de,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=n6tvv&currentTab=CATALOG&productId=7OC4AKWKEei7SwoHnjp4jA&productType=course&showMiniModal=true
Essential Cloud Infrastructure: Core Services auf Deutsch,German Selection,Google Cloud,10,5.0,50,2,Intermediate,https://www.coursera.org/learn/gcp-infrastructure-core-services-de,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=n6tvv&currentTab=CATALOG&productId=_BIEVKWGEeiH3AqX3raR7A&productType=course&showMiniModal=true
Essential Cloud Infrastructure: Foundation auf Deutsch,German Selection,Google Cloud,7,,61,0,Intermediate,https://www.coursera.org/learn/gcp-infrastructure-foundation-de,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=n6tvv&currentTab=CATALOG&productId=lKAVlqWGEeiCoxKpzipawg&productType=course&showMiniModal=true
